,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
2169,DRNA,Dicerna Pharmaceuticals Inc,2020-11-05T10:59:00.000Z,TNS,-0.2,,,EDT,-14400000.0,EQUITY
2170,DHX,DHI Group Inc,2020-11-05T10:59:00.000Z,TNS,0.02,,,EDT,-14400000.0,EQUITY
2171,TTD,Trade Desk Inc,2020-11-05T10:59:00.000Z,TNS,0.42,,,EDT,-14400000.0,EQUITY
2172,DNR,Denbury Resources Inc,2020-11-05T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2173,DHC,Diversified Healthcare Trust,2020-11-05T13:30:00.000Z,BMO,-0.15,,,EDT,-14400000.0,EQUITY
2174,SDPI,Superior Drilling Products Inc,2020-11-05T21:00:00.000Z,AMC,-0.03,,,EDT,-14400000.0,EQUITY
2175,EPAM,Epam Systems Inc,2020-11-05T13:30:00.000Z,BMO,1.46,,,EDT,-14400000.0,EQUITY
2176,ESGR,Enstar Group Ltd,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2177,ENV,Envestnet Inc,2020-11-05T21:00:00.000Z,AMC,0.58,,,EDT,-14400000.0,EQUITY
2178,KEGXD,Key Energy Services Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2179,SEAS,SeaWorld Entertainment Inc,2020-11-05T13:30:00.000Z,BMO,-0.76,,,EDT,-14400000.0,EQUITY
2180,EYPT,EyePoint Pharmaceuticals Inc,2020-11-05T13:30:00.000Z,BMO,-0.08,,,EDT,-14400000.0,EQUITY
2181,XOG,Extraction Oil & Gas Inc,2020-11-05T15:59:00.000Z,TNS,,,,,,EQUITY
2182,KEG,Key Energy Services Inc,2020-11-05T15:59:00.000Z,TNS,,,,,,EQUITY
2183,ENLC,EnLink Midstream LLC,2020-11-05T10:59:00.000Z,TNS,0.01,,,EDT,-14400000.0,EQUITY
2184,PEIX,Pacific Ethanol Inc,2020-11-05T10:59:00.000Z,TNS,0.22,,,EDT,-14400000.0,EQUITY
2185,STRA,Strategic Education Inc,2020-11-05T13:30:00.000Z,BMO,1.23,,,EDT,-14400000.0,EQUITY
2186,NRG,NRG Energy Inc,2020-11-05T13:30:00.000Z,BMO,1.35,,,EDT,-14400000.0,EQUITY
2187,KEGX,Key Energy Services Inc,2020-11-05T15:59:00.000Z,TNS,,,,,,EQUITY
2188,TUSK,Mammoth Energy Services Inc,2020-11-05T10:59:00.000Z,TNS,-0.4,,,EDT,-14400000.0,EQUITY
2189,EVOP,EVO Payments Inc,2020-11-05T13:30:00.000Z,BMO,0.18,,,EDT,-14400000.0,EQUITY
2190,ESI,Element Solutions Inc,2020-11-05T13:30:00.000Z,BMO,0.19,,,EDT,-14400000.0,EQUITY
2191,NBL,Noble Energy Inc,2020-11-05T13:30:00.000Z,BMO,-0.19,,,EDT,-14400000.0,EQUITY
2192,XOGAQ,Extraction Oil & Gas Inc,2020-11-05T10:59:00.000Z,TNS,-0.28,,,EDT,-14400000.0,EQUITY
2193,REFR,Research Frontiers Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2194,PLNT,Planet Fitness Inc,2020-11-05T21:00:00.000Z,AMC,0.13,,,EDT,-14400000.0,EQUITY
2195,FOCS,Focus Financial Partners Inc,2020-11-05T13:30:00.000Z,BMO,0.7,,,EDT,-14400000.0,EQUITY
2196,FOR,Forestar Group Inc,2020-11-05T13:30:00.000Z,BMO,0.23,,,EDT,-14400000.0,EQUITY
2197,HALL,Hallmark Financial Services Inc,2020-11-05T10:59:00.000Z,TNS,-0.87,,,EDT,-14400000.0,EQUITY
2198,WHF,WhiteHorse Finance Inc,2020-11-05T13:30:00.000Z,BMO,0.29,,,EDT,-14400000.0,EQUITY
2199,THS,TreeHouse Foods Inc,2020-11-05T13:30:00.000Z,BMO,0.64,,,EDT,-14400000.0,EQUITY
2200,FSLY,Fastly Inc,2020-11-05T21:00:00.000Z,AMC,0.0,,,EDT,-14400000.0,EQUITY
2201,VIRT,Virtu Financial Inc,2020-11-05T13:30:00.000Z,BMO,0.88,,,EDT,-14400000.0,EQUITY
2202,GH,Guardant Health Inc,2020-11-05T21:00:00.000Z,AMC,-0.39,,,EDT,-14400000.0,EQUITY
2203,GTN,Gray Television Inc,2020-11-05T13:30:00.000Z,BMO,0.7,,,EDT,-14400000.0,EQUITY
2204,ZG,Zillow Group Inc,2020-11-05T10:59:00.000Z,TNS,0.11,,,EDT,-14400000.0,EQUITY
2205,GOGO,Gogo Inc,2020-11-05T13:30:00.000Z,BMO,-0.73,,,EDT,-14400000.0,EQUITY
2206,LEAF,Leaf Group Ltd,2020-11-05T10:59:00.000Z,TNS,-0.14,,,EDT,-14400000.0,EQUITY
2207,GEN,Genesis Healthcare Inc,2020-11-05T13:30:00.000Z,BMO,-0.36,,,EDT,-14400000.0,EQUITY
2208,TGI,Triumph Group Inc,2020-11-05T13:30:00.000Z,BMO,-0.28,,,EDT,-14400000.0,EQUITY
2209,NWLI,National Western Life Group Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2210,VGR,Vector Group Ltd,2020-11-05T13:30:00.000Z,BMO,0.16,,,EDT,-14400000.0,EQUITY
2211,GPRO,GoPro Inc,2020-11-05T10:59:00.000Z,TNS,0.06,,,EDT,-14400000.0,EQUITY
2212,GTYH,Gty Technology Holdings Inc,2020-11-05T13:30:00.000Z,BMO,-0.04,,,EDT,-14400000.0,EQUITY
2213,PRAA,PRA Group Inc,2020-11-05T21:00:00.000Z,AMC,0.62,,,EDT,-14400000.0,EQUITY
2214,UNIT,Uniti Group Inc,2020-11-05T21:00:00.000Z,AMC,0.21,,,EDT,-14400000.0,EQUITY
2215,G,Genpact Ltd,2020-11-05T10:59:00.000Z,TNS,0.49,,,EDT,-14400000.0,EQUITY
2216,GLP,Global Partners LP,2020-11-05T13:30:00.000Z,BMO,0.24,,,EDT,-14400000.0,EQUITY
2217,YETI,Yeti Holdings Inc,2020-11-05T08:00:00.000Z,TAS,0.37,,,EDT,-14400000.0,EQUITY
2218,KOP,Koppers Holdings Inc,2020-11-05T13:30:00.000Z,BMO,1.08,,,EDT,-14400000.0,EQUITY
2219,NHI,National Health Investors Inc,2020-11-05T10:59:00.000Z,TNS,0.93,,,EDT,-14400000.0,EQUITY
2220,HIMX,Himax Technologies Inc,2020-11-05T10:59:00.000Z,TNS,0.02,,,EDT,-14400000.0,EQUITY
2221,HII,Huntington Ingalls Industries Inc,2020-11-05T13:30:00.000Z,BMO,4.13,,,EDT,-14400000.0,EQUITY
2222,HRTX,Heron Therapeutics Inc,2020-11-05T21:00:00.000Z,AMC,-0.63,,,EDT,-14400000.0,EQUITY
2223,SNHNL,Senior Housing Properties Trust,2020-11-05T18:30:00.000Z,BMO,,,,,,EQUITY
2224,IMH,Impac Mortgage Holdings Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2225,NLSN,Nielsen Holdings PLC,2020-11-05T13:30:00.000Z,BMO,0.4,,,EDT,-14400000.0,EQUITY
2226,EYE,National Vision Holdings Inc,2020-11-05T10:59:00.000Z,TNS,0.27,,,EDT,-14400000.0,EQUITY
2227,LIVX,Livexlive Media Inc,2020-11-05T13:30:00.000Z,BMO,-0.12,,,EDT,-14400000.0,EQUITY
2228,WWW,Wolverine World Wide Inc,2020-11-05T13:30:00.000Z,BMO,0.25,,,EDT,-14400000.0,EQUITY
2229,SNDX,Syndax Pharmaceuticals Inc,2020-11-05T10:59:00.000Z,TNS,-0.45,,,EDT,-14400000.0,EQUITY
2230,TNAV,Telenav Inc,2020-11-05T10:59:00.000Z,TNS,0.0,,,EDT,-14400000.0,EQUITY
2231,UMH,UMH Properties Inc,2020-11-05T10:59:00.000Z,TNS,-0.08,,,EDT,-14400000.0,EQUITY
2232,ZYME,Zymeworks Inc,2020-11-05T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2233,SWAV,Shockwave Medical Inc,2020-11-05T21:00:00.000Z,AMC,-0.55,,,EDT,-14400000.0,EQUITY
2234,STMP,Stamps.Com Inc,2020-11-05T16:30:00.000Z,TAS,1.6,,,EDT,-14400000.0,EQUITY
2235,SYNA,Synaptics Inc,2020-11-05T21:00:00.000Z,AMC,1.67,,,EDT,-14400000.0,EQUITY
2236,MMI,Marcus & Millichap Inc,2020-11-05T10:59:00.000Z,TNS,0.02,,,EDT,-14400000.0,EQUITY
2237,PLUG,Plug Power Inc,2020-11-05T13:30:00.000Z,BMO,-0.07,,,EDT,-14400000.0,EQUITY
2238,PEN,Penumbra Inc,2020-11-05T21:00:00.000Z,AMC,-0.09,,,EDT,-14400000.0,EQUITY
2239,NLS,Nautilus Inc,2020-11-05T10:59:00.000Z,TNS,0.24,,,EDT,-14400000.0,EQUITY
2240,SYMC,NortonLifeLock Inc,2020-11-05T15:59:00.000Z,TNS,,,,,,EQUITY
2241,YELP,Yelp Inc,2020-11-05T10:59:00.000Z,TNS,-0.35,,,EDT,-14400000.0,EQUITY
2242,OLP,One Liberty Properties Inc,2020-11-05T21:00:00.000Z,AMC,0.07,,,EDT,-14400000.0,EQUITY
2243,PGNY,Progyny Inc,2020-11-05T21:00:00.000Z,AMC,0.04,,,EDT,-14400000.0,EQUITY
2244,PRFT,Perficient Inc,2020-11-05T13:30:00.000Z,BMO,0.59,,,EDT,-14400000.0,EQUITY
2245,TTI,Tetra Technologies Inc,2020-11-05T13:30:00.000Z,BMO,-0.1,,,EDT,-14400000.0,EQUITY
2246,IHRT,iHeartMedia Inc,2020-11-05T13:30:00.000Z,BMO,-0.22,,,EDT,-14400000.0,EQUITY
2247,MATX,Matson Inc,2020-11-05T10:59:00.000Z,TNS,0.93,,,EDT,-14400000.0,EQUITY
2248,XNCR,Xencor Inc,2020-11-05T21:00:00.000Z,AMC,-0.24,,,EDT,-14400000.0,EQUITY
2249,JAKK,JAKKS Pacific Inc,2020-11-05T13:30:00.000Z,BMO,3.09,,,EDT,-14400000.0,EQUITY
2250,STNG,Scorpio Tankers Inc,2020-11-05T13:30:00.000Z,BMO,-0.3,,,EDT,-14400000.0,EQUITY
2251,SVMK,SVMK Inc,2020-11-05T21:00:00.000Z,AMC,-0.01,,,EDT,-14400000.0,EQUITY
2252,SWCH,Switch Inc,2020-11-05T21:00:00.000Z,AMC,0.04,,,EDT,-14400000.0,EQUITY
2253,VSTO,Vista Outdoor Inc,2020-11-05T13:30:00.000Z,BMO,0.65,,,EDT,-14400000.0,EQUITY
2254,TTWO,Take-Two Interactive Software Inc,2020-11-05T10:59:00.000Z,TNS,1.47,,,EDT,-14400000.0,EQUITY
2255,TRUE,TrueCar Inc,2020-11-05T10:59:00.000Z,TNS,0.07,,,EDT,-14400000.0,EQUITY
2256,UONEK,Urban One Inc,2020-11-05T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2257,LXRX,Lexicon Pharmaceuticals Inc,2020-11-05T13:30:00.000Z,BMO,0.04,,,EDT,-14400000.0,EQUITY
2258,MRIN,Marin Software Inc,2020-11-05T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2259,NBY,NovaBay Pharmaceuticals Inc,2020-11-05T10:59:00.000Z,TNS,-0.04,,,EDT,-14400000.0,EQUITY
2260,NNI,Nelnet Inc,2020-11-05T10:59:00.000Z,TNS,1.76,,,EDT,-14400000.0,EQUITY
2261,NL,NL Industries Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2262,NLOK,NortonLifeLock Inc,2020-11-05T10:59:00.000Z,TNS,0.33,,,EDT,-14400000.0,EQUITY
2263,PEGA,Pegasystems Inc,2020-11-05T10:59:00.000Z,TNS,-0.07,,,EDT,-14400000.0,EQUITY
2264,INWK,InnerWorkings Inc,2020-11-05T21:00:00.000Z,AMC,-0.01,,,EDT,-14400000.0,EQUITY
2265,ITP,IT Tech Packaging Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2266,KRO,Kronos Worldwide Inc,2020-11-05T21:00:00.000Z,AMC,0.11,,,EDT,-14400000.0,EQUITY
2267,MSGN,MSG Networks Inc,2020-11-05T13:30:00.000Z,BMO,0.64,,,EDT,-14400000.0,EQUITY
2268,WWR,Westwater Resources Inc,2020-11-05T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2269,SRPT,Sarepta Therapeutics Inc,2020-11-05T21:00:00.000Z,AMC,-1.78,,,EDT,-14400000.0,EQUITY
2270,ZTS,Zoetis Inc,2020-11-05T13:30:00.000Z,BMO,0.9,,,EDT,-14400000.0,EQUITY
2271,MED,Medifast Inc,2020-11-05T21:00:00.000Z,AMC,2.37,,,EDT,-14400000.0,EQUITY
2272,MELI,Mercadolibre Inc,2020-11-05T21:00:00.000Z,AMC,-0.11,,,EDT,-14400000.0,EQUITY
2273,LPSN,LivePerson Inc,2020-11-05T10:59:00.000Z,TNS,-0.06,,,EDT,-14400000.0,EQUITY
2274,TGNA,Tegna Inc,2020-11-05T13:30:00.000Z,BMO,0.42,,,EDT,-14400000.0,EQUITY
2275,TWI,Titan International Inc,2020-11-05T13:30:00.000Z,BMO,-0.12,,,EDT,-14400000.0,EQUITY
2276,VSAT,ViaSat Inc,2020-11-05T21:00:00.000Z,AMC,-0.07,,,EDT,-14400000.0,EQUITY
2277,QNST,Quinstreet Inc,2020-11-05T10:59:00.000Z,TNS,0.09,,,EDT,-14400000.0,EQUITY
2278,MTD,Mettler-Toledo International Inc,2020-11-05T10:59:00.000Z,TNS,5.95,,,EDT,-14400000.0,EQUITY
2279,MIME,Mimecast Ltd,2020-11-05T21:00:00.000Z,AMC,0.2,,,EDT,-14400000.0,EQUITY
2280,NBLX,Noble Midstream Partners LP,2020-11-05T13:30:00.000Z,BMO,0.53,,,EDT,-14400000.0,EQUITY
2281,RLJ,RLJ Lodging Trust,2020-11-05T10:59:00.000Z,TNS,-0.66,,,EDT,-14400000.0,EQUITY
2282,RDCM,Radcom Ltd,2020-11-05T13:30:00.000Z,BMO,-0.04,,,EDT,-14400000.0,EQUITY
2283,TCP,TC PipeLines LP,2020-11-05T13:30:00.000Z,BMO,0.82,,,EDT,-14400000.0,EQUITY
2284,SRLP,Sprague Resources LP,2020-11-05T13:30:00.000Z,BMO,-0.31,,,EDT,-14400000.0,EQUITY
2285,PERS,SandRidge Permian Trust,2020-11-05T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2286,RIBT,RiceBran Technologies,2020-11-05T10:59:00.000Z,TNS,-0.07,,,EDT,-14400000.0,EQUITY
2287,AER,AerCap Holdings NV,2020-11-06T13:30:00.000Z,BMO,1.43,,,EDT,-14400000.0,EQUITY
2288,AREXQ,Approach Resources Inc,2020-11-06T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2289,ARTNA,Artesian Resources Corp,2020-11-06T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2290,ACRE,Ares Commercial Real Estate Corp,2020-11-06T13:30:00.000Z,BMO,0.24,,,EDT,-14400000.0,EQUITY
2291,ANAB,AnaptysBio Inc,2020-11-06T21:00:00.000Z,AMC,-0.74,,,EDT,-14400000.0,EQUITY
2292,BSTC,Biospecifics Technologies Corp,2020-11-06T13:30:00.000Z,BMO,0.19,,,EDT,-14400000.0,EQUITY
2293,BPYPO,Brookfield Property Partners LP,2020-11-06T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2294,MCB,Metropolitan Bank Holding Corp,2020-11-06T13:47:00.000Z,TAS,0.98,,,EDT,-14400000.0,EQUITY
2295,SQBG,Sequential Brands Group Inc,2020-11-06T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2296,EPAY,Bottomline Technologies (DE) Inc,2020-11-06T07:30:00.000Z,TAS,0.27,,,EDT,-14400000.0,EQUITY
2297,GCBC,Greene County Bancorp Inc,2020-11-06T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2298,CRR,CARBO Ceramics Inc,2020-11-06T15:59:00.000Z,TNS,,,,,,EQUITY
2299,MSG,Madison Square Garden Sports Corp,2020-11-06T18:30:00.000Z,BMO,,,,,,EQUITY
2300,SSP,E. W. Scripps Co,2020-11-06T13:30:00.000Z,BMO,0.5,,,EDT,-14400000.0,EQUITY
2301,DRH,Diamondrock Hospitality Co,2020-11-06T21:00:00.000Z,AMC,-0.3,,,EDT,-14400000.0,EQUITY
2302,DUK,Duke Energy Corp,2020-11-06T07:00:00.000Z,TAS,1.82,,,EDT,-14400000.0,EQUITY
2303,FF,FutureFuel Corp,2020-11-06T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2304,CVS,CVS Health Corp,2020-11-06T10:59:00.000Z,TNS,1.32,,,EDT,-14400000.0,EQUITY
2305,MSGS,Madison Square Garden Sports Corp,2020-11-06T13:30:00.000Z,BMO,-0.63,,,EDT,-14400000.0,EQUITY
2306,TNXP,Tonix Pharmaceuticals Holding Corp,2020-11-06T10:59:00.000Z,TNS,-0.11,,,EDT,-14400000.0,EQUITY
2307,ETM,Entercom Communications Corp,2020-11-06T13:30:00.000Z,BMO,-0.08,,,EDT,-14400000.0,EQUITY
2308,CRRT,CARBO Ceramics Inc,2020-11-06T15:59:00.000Z,TNS,,,,,,EQUITY
2309,MMAC,MMA Capital Holdings Inc,2020-11-06T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2310,USCR,US Concrete Inc,2020-11-06T06:00:00.000Z,TAS,0.82,,,EDT,-14400000.0,EQUITY
2311,OFS,OFS Capital Corp,2020-11-06T13:30:00.000Z,BMO,0.2,,,EDT,-14400000.0,EQUITY
2312,ESNT,Essent Group Ltd,2020-11-06T13:30:00.000Z,BMO,0.86,,,EDT,-14400000.0,EQUITY
2313,NGL,NGL Energy Partners LP,2020-11-06T10:59:00.000Z,TNS,0.03,,,EDT,-14400000.0,EQUITY
2314,NATH,Nathan's Famous Inc,2020-11-06T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2315,FLY,FLY Leasing Ltd,2020-11-06T13:30:00.000Z,BMO,0.29,,,EDT,-14400000.0,EQUITY
2316,WMGI,Wright Medical Group NV,2020-11-06T21:00:00.000Z,AMC,-0.14,,,EDT,-14400000.0,EQUITY
2317,GNL,Global Net Lease Inc,2020-11-06T13:30:00.000Z,BMO,0.02,,,EDT,-14400000.0,EQUITY
2318,GBL,GAMCO Investors Inc,2020-11-06T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2319,SMHI,SEACOR Marine Holdings Inc,2020-11-06T19:29:00.000Z,TAS,-0.66,,,EDT,-14400000.0,EQUITY
2320,HIBB,Hibbett Sports Inc,2020-11-06T10:59:00.000Z,TNS,0.4,,,EDT,-14400000.0,EQUITY
2321,REV,Revlon Inc,2020-11-06T13:30:00.000Z,BMO,-0.61,,,EDT,-14400000.0,EQUITY
2322,UI,Ubiquiti Inc,2020-11-06T13:30:00.000Z,BMO,1.51,,,EDT,-14400000.0,EQUITY
2323,STWD,Starwood Property Trust Inc,2020-11-06T13:30:00.000Z,BMO,0.44,,,EDT,-14400000.0,EQUITY
2324,USPH,U.S. Physical Therapy Inc,2020-11-06T13:30:00.000Z,BMO,0.51,,,EDT,-14400000.0,EQUITY
2325,SPRT,Support.com Inc,2020-11-06T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2326,VHI,Valhi Inc,2020-11-06T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2327,ZGNX,Zogenix Inc,2020-11-06T21:00:00.000Z,AMC,-0.98,,,EDT,-14400000.0,EQUITY
2328,ZEUS,Olympic Steel Inc,2020-11-06T13:30:00.000Z,BMO,-0.09,,,EDT,-14400000.0,EQUITY
2329,OCGN,Ocugen Inc,2020-11-06T13:30:00.000Z,BMO,-0.02,,,EDT,-14400000.0,EQUITY
2330,SMLP,Summit Midstream Partners LP,2020-11-06T13:30:00.000Z,BMO,0.14,,,EDT,-14400000.0,EQUITY
2331,SVC,Service Properties Trust,2020-11-06T13:30:00.000Z,BMO,-0.37,,,EDT,-14400000.0,EQUITY
2332,PVL,Permianville Royalty Trust,2020-11-06T16:05:00.000Z,TAS,,,,EDT,-14400000.0,EQUITY
2333,APTX,Aptinyx Inc,2020-11-09T21:00:00.000Z,AMC,-0.29,,,EDT,-14400000.0,EQUITY
2334,DOX,Amdocs Ltd,2020-11-09T21:00:00.000Z,AMC,1.18,,,EDT,-14400000.0,EQUITY
2335,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,2020-11-09T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2336,APYX,Apyx Medical Corp,2020-11-09T10:59:00.000Z,TNS,-0.16,,,EDT,-14400000.0,EQUITY
2337,FOLD,Amicus Therapeutics Inc,2020-11-09T13:30:00.000Z,BMO,-0.22,,,EDT,-14400000.0,EQUITY
2338,BIP,Brookfield Infrastructure Partners LP,2020-11-09T13:30:00.000Z,BMO,0.14,,,EDT,-14400000.0,EQUITY
2339,BNGO,Bionano Genomics Inc,2020-11-09T21:00:00.000Z,AMC,-0.05,,,EDT,-14400000.0,EQUITY
2340,BBIO,BridgeBio Pharma Inc,2020-11-09T21:00:00.000Z,AMC,-0.91,,,EDT,-14400000.0,EQUITY
2341,CDAY,Ceridian HCM Holding Inc,2020-11-09T21:00:00.000Z,AMC,0.05,,,EDT,-14400000.0,EQUITY
2342,CNCN,Chun Can Capital Group,2020-11-09T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
2343,CETY,Clean Energy Technologies Inc,2020-11-09T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2344,CVNA,Carvana Co,2020-11-09T21:00:00.000Z,AMC,-0.54,,,EDT,-14400000.0,EQUITY
2345,GO,Grocery Outlet Holding Corp,2020-11-09T21:00:00.000Z,AMC,0.23,,,EDT,-14400000.0,EQUITY
2346,UGI,UGI Corp,2020-11-09T10:59:00.000Z,TNS,-0.31,,,EDT,-14400000.0,EQUITY
2347,CLPT,Clearpoint Neuro Inc,2020-11-09T21:00:00.000Z,AMC,-0.14,,,EDT,-14400000.0,EQUITY
2348,DXC,DXC Technology Co,2020-11-09T10:59:00.000Z,TNS,0.37,,,EDT,-14400000.0,EQUITY
2349,WSC,Willscot Mobile Mini Holdings Corp,2020-11-09T13:30:00.000Z,BMO,0.09,,,EDT,-14400000.0,EQUITY
2350,FOE,Ferro Corp,2020-11-09T21:00:00.000Z,AMC,0.14,,,EDT,-14400000.0,EQUITY
2351,NAC,Nuveen California Quality Municipal Income Fund,2020-11-09T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2352,PGR,Progressive Corp,2020-11-09T13:30:00.000Z,BMO,1.73,,,EDT,-14400000.0,EQUITY
2353,CDLX,Cardlytics Inc,2020-11-09T21:00:00.000Z,AMC,-0.28,,,EDT,-14400000.0,EQUITY
2354,CNNE,Cannae Holdings Inc,2020-11-09T13:30:00.000Z,BMO,0.0,,,EDT,-14400000.0,EQUITY
2355,CCC,CLARIVATE PLC,2020-11-09T13:30:00.000Z,BMO,0.14,,,EDT,-14400000.0,EQUITY
2356,FWONK,Liberty Media Corp,2020-11-09T13:30:00.000Z,BMO,-0.07,,,EDT,-14400000.0,EQUITY
2357,DS,Drive Shack Inc,2020-11-09T21:00:00.000Z,AMC,-0.22,,,EDT,-14400000.0,EQUITY
2358,NFE,New Fortress Energy Inc,2020-11-09T21:00:00.000Z,AMC,0.12,,,EDT,-14400000.0,EQUITY
2359,FPI,Farmland Partners Inc,2020-11-09T10:59:00.000Z,TNS,-0.06,,,EDT,-14400000.0,EQUITY
2360,FGEN,FibroGen Inc,2020-11-09T21:00:00.000Z,AMC,-0.79,,,EDT,-14400000.0,EQUITY
2361,FTK,Flotek Industries Inc,2020-11-09T21:00:00.000Z,AMC,-0.08,,,EDT,-14400000.0,EQUITY
2362,GLIBP,GCI Liberty Inc,2020-11-09T15:59:00.000Z,TNS,,,,,,EQUITY
2363,MDXL,Medixall Group Inc,2020-11-09T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2364,GAIA,Gaia Inc,2020-11-09T21:00:00.000Z,AMC,-0.04,,,EDT,-14400000.0,EQUITY
2365,QRTEA,Qurate Retail Inc,2020-11-09T13:30:00.000Z,BMO,0.44,,,EDT,-14400000.0,EQUITY
2366,TDW,Tidewater Inc,2020-11-09T10:59:00.000Z,TNS,-0.41,,,EDT,-14400000.0,EQUITY
2367,SCSC,Scansource Inc,2020-11-09T10:59:00.000Z,TNS,0.35,,,EDT,-14400000.0,EQUITY
2368,KLR,Kaleyra Inc,2020-11-09T21:00:00.000Z,AMC,-0.1,,,EDT,-14400000.0,EQUITY
2369,MRIC,MRI Interventions Inc,2020-11-10T02:00:00.000Z,AMC,,,,,,EQUITY
2370,ICUI,ICU Medical Inc,2020-11-09T10:59:00.000Z,TNS,1.31,,,EDT,-14400000.0,EQUITY
2371,MBI,MBIA Inc,2020-11-09T21:00:00.000Z,AMC,-0.42,,,EDT,-14400000.0,EQUITY
2372,MYOV,Myovant Sciences Ltd,2020-11-09T13:30:00.000Z,BMO,-0.74,,,EDT,-14400000.0,EQUITY
2373,FENG,Phoenix New Media Ltd,2020-11-09T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2374,TWOU,2U Inc,2020-11-10T21:00:00.000Z,AMC,-0.25,,,EDT,-14400000.0,EQUITY
2375,ACM,AECOM,2020-11-10T13:30:00.000Z,BMO,0.58,,,EDT,-14400000.0,EQUITY
2376,AKBA,Akebia Therapeutics Inc,2020-11-10T13:30:00.000Z,BMO,-0.17,,,EDT,-14400000.0,EQUITY
2377,AAP,Advance Auto Parts Inc,2020-11-10T13:30:00.000Z,BMO,2.59,,,EDT,-14400000.0,EQUITY
2378,NOG,Northern Oil and Gas Inc,2020-11-10T13:30:00.000Z,BMO,0.04,,,EDT,-14400000.0,EQUITY
2379,APEI,American Public Education Inc,2020-11-10T21:00:00.000Z,AMC,0.08,,,EDT,-14400000.0,EQUITY
2380,ADT,ADT Inc,2020-11-10T21:00:00.000Z,AMC,0.17,,,EDT,-14400000.0,EQUITY
2381,ALEC,Alector Inc,2020-11-10T21:00:00.000Z,AMC,-0.55,,,EDT,-14400000.0,EQUITY
2382,AIRTP,Air T Inc,2020-11-10T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
2383,ACTG,Acacia Research Corp,2020-11-10T08:00:00.000Z,TAS,-0.02,,,EDT,-14400000.0,EQUITY
2384,AEIS,Advanced Energy Industries Inc,2020-11-10T13:30:00.000Z,BMO,1.15,,,EDT,-14400000.0,EQUITY
2385,AMCI,AMCI Acquisition Corp,2020-11-10T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2386,AIKI,Aikido Pharma Inc,2020-11-10T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
2387,ROK,Rockwell Automation Inc,2020-11-10T13:30:00.000Z,BMO,1.73,,,EDT,-14400000.0,EQUITY
2388,ADPT,Adaptive Biotechnologies Corp,2020-11-10T10:59:00.000Z,TNS,-0.28,,,EDT,-14400000.0,EQUITY
2389,ADMP,Adamis Pharmaceuticals Corp,2020-11-10T21:00:00.000Z,AMC,-0.04,,,EDT,-14400000.0,EQUITY
2390,ARMP,Armata Pharmaceuticals Inc,2020-11-10T10:59:00.000Z,TNS,-0.24,,,EDT,-14400000.0,EQUITY
2391,BDSI,BioDelivery Sciences International Inc,2020-11-10T21:00:00.000Z,AMC,0.06,,,EDT,-14400000.0,EQUITY
