,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
664,OMCL,Omnicell Inc,2020-10-22T10:59:00.000Z,TNS,0.49,,,EDT,-14400000.0,EQUITY
665,UTMD,Utah Medical Products Inc,2020-10-22T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
666,VRSN,Verisign Inc,2020-10-22T20:00:00.000Z,AMC,1.25,,,EDT,-14400000.0,EQUITY
667,ZDGE,Zedge Inc,2020-10-22T20:00:00.000Z,AMC,-0.04,,,EDT,-14400000.0,EQUITY
668,SAFE,Safehold Inc,2020-10-22T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
669,TRTN,Triton International Ltd,2020-10-22T12:30:00.000Z,BMO,1.0,,,EDT,-14400000.0,EQUITY
670,PFPT,Proofpoint Inc,2020-10-22T10:59:00.000Z,TNS,0.39,,,EDT,-14400000.0,EQUITY
671,OSIS,OSI Systems Inc,2020-10-22T10:59:00.000Z,TNS,0.88,,,EDT,-14400000.0,EQUITY
672,WST,West Pharmaceutical Services Inc,2020-10-22T12:30:00.000Z,BMO,0.99,,,EDT,-14400000.0,EQUITY
673,RMD,Resmed Inc,2020-10-22T10:59:00.000Z,TNS,0.99,,,EDT,-14400000.0,EQUITY
674,MHK,Mohawk Industries Inc,2020-10-22T20:00:00.000Z,AMC,1.92,,,EDT,-14400000.0,EQUITY
675,PSX,Phillips 66,2020-10-23T12:30:00.000Z,BMO,0.24,,,EDT,-14400000.0,EQUITY
676,PSXP,Phillips 66 Partners LP,2020-10-23T12:30:00.000Z,BMO,0.84,,,EDT,-14400000.0,EQUITY
677,ALV,Autoliv Inc,2020-10-23T06:00:00.000Z,TAS,0.94,,,EDT,-14400000.0,EQUITY
678,B,Barnes Group Inc,2020-10-23T12:30:00.000Z,BMO,0.27,,,EDT,-14400000.0,EQUITY
679,SBSI,Southside Bancshares Inc,2020-10-23T12:30:00.000Z,BMO,0.56,,,EDT,-14400000.0,EQUITY
680,GRC,Gorman-Rupp Co,2020-10-23T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
681,THFF,First Financial Corp,2020-10-23T10:59:00.000Z,TNS,0.73,,,EDT,-14400000.0,EQUITY
682,HUN,Huntsman Corp,2020-10-23T06:00:00.000Z,TAS,0.2,,,EDT,-14400000.0,EQUITY
683,LEA,Lear Corp,2020-10-23T12:30:00.000Z,BMO,2.46,,,EDT,-14400000.0,EQUITY
684,PGC,Peapack-Gladstone Financial Corp,2020-10-23T12:30:00.000Z,BMO,0.43,,,EDT,-14400000.0,EQUITY
685,CHTR,Charter Communications Inc,2020-10-23T07:00:00.000Z,TAS,3.02,,,EDT,-14400000.0,EQUITY
686,NRZ,New Residential Investment Corp,2020-10-23T12:30:00.000Z,BMO,0.35,,,EDT,-14400000.0,EQUITY
687,GT,Goodyear Tire & Rubber Co,2020-10-23T12:30:00.000Z,BMO,-0.12,,,EDT,-14400000.0,EQUITY
688,WY,Weyerhaeuser Co,2020-10-23T12:30:00.000Z,BMO,0.37,,,EDT,-14400000.0,EQUITY
689,KEX,Kirby Corp,2020-10-23T07:00:00.000Z,TAS,0.37,,,EDT,-14400000.0,EQUITY
690,GBX,Greenbrier Companies Inc,2020-10-23T12:30:00.000Z,BMO,0.29,,,EDT,-14400000.0,EQUITY
691,VFC,VF Corp,2020-10-23T12:30:00.000Z,BMO,0.47,,,EDT,-14400000.0,EQUITY
692,WSBF,Waterstone Financial Inc,2020-10-23T20:00:00.000Z,AMC,0.55,,,EDT,-14400000.0,EQUITY
693,PFS,Provident Financial Services Inc,2020-10-23T12:30:00.000Z,BMO,0.18,,,EDT,-14400000.0,EQUITY
694,BEN,Franklin Resources Inc,2020-10-23T12:30:00.000Z,BMO,0.63,,,EDT,-14400000.0,EQUITY
695,ROCK,Gibraltar Industries Inc,2020-10-23T12:30:00.000Z,BMO,0.97,,,EDT,-14400000.0,EQUITY
696,UHT,Universal Health Realty Income Trust,2020-10-23T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
697,TILE,Interface Inc,2020-10-23T12:30:00.000Z,BMO,0.2,,,EDT,-14400000.0,EQUITY
698,ITW,Illinois Tool Works Inc,2020-10-23T08:00:00.000Z,TAS,1.42,,,EDT,-14400000.0,EQUITY
699,VRTS,Virtus Investment Partners Inc,2020-10-23T12:30:00.000Z,BMO,4.19,,,EDT,-14400000.0,EQUITY
700,VRTSP,Virtus Investment Partners Inc,2020-10-23T16:30:00.000Z,BMO,,,,,,EQUITY
701,WETF,Wisdom Tree Investments Inc,2020-10-23T07:00:00.000Z,TAS,0.05,,,EDT,-14400000.0,EQUITY
702,VTR,Ventas Inc,2020-10-23T12:30:00.000Z,BMO,0.08,,,EDT,-14400000.0,EQUITY
703,YNDX,Yandex NV,2020-10-23T10:59:00.000Z,TNS,0.27,,,EDT,-14400000.0,EQUITY
704,AGRX,Agile Therapeutics Inc,2020-10-26T12:30:00.000Z,BMO,-0.18,,,EDT,-14400000.0,EQUITY
705,AMKR,Amkor Technology Inc,2020-10-26T10:59:00.000Z,TNS,0.26,,,EDT,-14400000.0,EQUITY
706,GOOGL,Alphabet Inc,2020-10-26T20:00:00.000Z,AMC,11.15,,,EDT,-14400000.0,EQUITY
707,AWI,Armstrong World Industries Inc,2020-10-26T12:30:00.000Z,BMO,0.93,,,EDT,-14400000.0,EQUITY
708,ARE,Alexandria Real Estate Equities Inc,2020-10-26T20:00:00.000Z,AMC,0.57,,,EDT,-14400000.0,EQUITY
709,AMAL,Amalgamated Bank,2020-10-26T12:30:00.000Z,BMO,0.36,,,EDT,-14400000.0,EQUITY
710,CRSP,Crispr Therapeutics AG,2020-10-26T10:59:00.000Z,TNS,-1.17,,,EDT,-14400000.0,EQUITY
711,AKAM,Akamai Technologies Inc,2020-10-26T10:59:00.000Z,TNS,1.23,,,EDT,-14400000.0,EQUITY
712,ALX,Alexander's Inc,2020-10-26T12:30:00.000Z,BMO,1.43,,,EDT,-14400000.0,EQUITY
713,APPF,AppFolio Inc,2020-10-26T20:00:00.000Z,AMC,0.19,,,EDT,-14400000.0,EQUITY
714,WBA,Walgreens Boots Alliance Inc,2020-10-26T07:00:00.000Z,TAS,0.96,,,EDT,-14400000.0,EQUITY
715,AJRD,Aerojet Rocketdyne Holdings Inc,2020-10-26T20:00:00.000Z,AMC,0.46,,,EDT,-14400000.0,EQUITY
716,AMG,Affiliated Managers Group Inc,2020-10-26T12:30:00.000Z,BMO,2.81,,,EDT,-14400000.0,EQUITY
717,HTA,Healthcare Trust Of America Inc,2020-10-26T10:59:00.000Z,TNS,0.07,,,EDT,-14400000.0,EQUITY
718,GABC,German American Bancorp Inc,2020-10-26T20:00:00.000Z,AMC,0.51,,,EDT,-14400000.0,EQUITY
719,AON,Aon PLC,2020-10-26T06:00:00.000Z,TAS,1.5,,,EDT,-14400000.0,EQUITY
720,ARLP,Alliance Resource Partners LP,2020-10-26T12:30:00.000Z,BMO,-0.05,,,EDT,-14400000.0,EQUITY
721,AROC,Archrock Inc,2020-10-26T20:00:00.000Z,AMC,0.1,,,EDT,-14400000.0,EQUITY
722,AVB,Avalonbay Communities Inc,2020-10-26T20:00:00.000Z,AMC,0.95,,,EDT,-14400000.0,EQUITY
723,BRX,Brixmor Property Group Inc,2020-10-26T20:00:00.000Z,AMC,0.12,,,EDT,-14400000.0,EQUITY
724,CADE,Cadence Bancorp,2020-10-26T12:30:00.000Z,BMO,0.18,,,EDT,-14400000.0,EQUITY
725,BYND,Beyond Meat Inc,2020-10-26T20:00:00.000Z,AMC,0.05,,,EDT,-14400000.0,EQUITY
726,TCBK,Trico Bancshares,2020-10-26T20:00:00.000Z,AMC,0.61,,,EDT,-14400000.0,EQUITY
727,BOH,Bank of Hawaii Corp,2020-10-26T12:30:00.000Z,BMO,0.85,,,EDT,-14400000.0,EQUITY
728,JBT,John Bean Technologies Corp,2020-10-26T10:59:00.000Z,TNS,0.71,,,EDT,-14400000.0,EQUITY
729,NBTB,NBT Bancorp Inc,2020-10-26T10:59:00.000Z,TNS,0.58,,,EDT,-14400000.0,EQUITY
730,FNWB,First Northwest Bancorp,2020-10-26T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
731,BRO,Brown & Brown Inc,2020-10-26T10:59:00.000Z,TNS,0.42,,,EDT,-14400000.0,EQUITY
732,NRIM,Northrim BanCorp Inc,2020-10-26T10:59:00.000Z,TNS,0.91,,,EDT,-14400000.0,EQUITY
733,PMBC,Pacific Mercantile Bancorp,2020-10-26T12:30:00.000Z,BMO,0.09,,,EDT,-14400000.0,EQUITY
734,BLKB,Blackbaud Inc,2020-10-26T10:59:00.000Z,TNS,0.7,,,EDT,-14400000.0,EQUITY
735,CBZ,CBIZ Inc,2020-10-26T12:30:00.000Z,BMO,0.3,,,EDT,-14400000.0,EQUITY
736,LKFN,Lakeland Financial Corp,2020-10-26T08:00:00.000Z,TAS,0.71,,,EDT,-14400000.0,EQUITY
737,PRK,Park National Corp,2020-10-26T10:59:00.000Z,TNS,1.57,,,EDT,-14400000.0,EQUITY
738,CNA,CNA Financial Corp,2020-10-26T12:30:00.000Z,BMO,0.68,,,EDT,-14400000.0,EQUITY
739,CTB,Cooper Tire & Rubber Co,2020-10-26T12:30:00.000Z,BMO,0.65,,,EDT,-14400000.0,EQUITY
740,CVCO,Cavco Industries Inc,2020-10-26T20:00:00.000Z,AMC,1.5,,,EDT,-14400000.0,EQUITY
741,L,Loews Corp,2020-10-26T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
742,ON,ON Semiconductor Corp,2020-10-26T10:59:00.000Z,TNS,0.2,,,EDT,-14400000.0,EQUITY
743,OFC,Corporate Office Properties Trust,2020-10-26T10:59:00.000Z,TNS,0.22,,,EDT,-14400000.0,EQUITY
744,CHKP,Check Point Software Technologies Ltd,2020-10-26T12:30:00.000Z,BMO,1.53,,,EDT,-14400000.0,EQUITY
745,MCY,Mercury General Corp,2020-10-26T12:30:00.000Z,BMO,1.21,,,EDT,-14400000.0,EQUITY
746,TCFCP,TCF Financial Corp,2020-10-26T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
747,CR,Crane Co,2020-10-26T20:00:00.000Z,AMC,0.78,,,EDT,-14400000.0,EQUITY
748,ROIC,Retail Opportunity Investments Corp,2020-10-26T20:00:00.000Z,AMC,0.04,,,EDT,-14400000.0,EQUITY
749,SSD,Simpson Manufacturing Co Inc,2020-10-26T16:15:00.000Z,TAS,0.95,,,EDT,-14400000.0,EQUITY
750,EHC,Encompass Health Corp,2020-10-26T10:59:00.000Z,TNS,0.75,,,EDT,-14400000.0,EQUITY
751,PCH,PotlatchDeltic Corp,2020-10-26T20:00:00.000Z,AMC,1.02,,,EDT,-14400000.0,EQUITY
752,TREX,Trex Company Inc,2020-10-26T20:00:00.000Z,AMC,0.37,,,EDT,-14400000.0,EQUITY
753,SSB,South State Corp,2020-10-26T10:59:00.000Z,TNS,1.26,,,EDT,-14400000.0,EQUITY
754,WHD,Cactus Inc,2020-10-26T20:00:00.000Z,AMC,0.01,,,EDT,-14400000.0,EQUITY
755,TCF,TCF Financial Corp,2020-10-26T10:59:00.000Z,TNS,0.65,,,EDT,-14400000.0,EQUITY
756,SANM,Sanmina Corp,2020-10-26T20:00:00.000Z,AMC,0.77,,,EDT,-14400000.0,EQUITY
757,DORM,Dorman Products Inc,2020-10-26T12:30:00.000Z,BMO,0.85,,,EDT,-14400000.0,EQUITY
758,DOFSQ,Diamond Offshore Drilling Inc,2020-10-26T12:30:00.000Z,BMO,-0.83,,,EDT,-14400000.0,EQUITY
759,DO,Diamond Offshore Drilling Inc,2020-10-26T16:30:00.000Z,BMO,,,,,,EQUITY
760,DBD,Diebold Nixdorf Inc,2020-10-26T12:30:00.000Z,BMO,0.25,,,EDT,-14400000.0,EQUITY
761,RE,Everest Re Group Ltd,2020-10-26T10:59:00.000Z,TNS,1.71,,,EDT,-14400000.0,EQUITY
762,HTLFP,Heartland Financial USA Inc,2020-10-26T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
763,FLXS,Flexsteel Industries Inc,2020-10-26T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
764,PFG,Principal Financial Group Inc,2020-10-26T16:15:00.000Z,TAS,1.38,,,EDT,-14400000.0,EQUITY
765,HTLF,Heartland Financial USA Inc,2020-10-26T10:59:00.000Z,TNS,0.89,,,EDT,-14400000.0,EQUITY
766,TRTX,TPG RE Finance Trust Inc,2020-10-26T10:59:00.000Z,TNS,0.28,,,EDT,-14400000.0,EQUITY
767,GRUB,GrubHub Inc,2020-10-26T10:59:00.000Z,TNS,-0.09,,,EDT,-14400000.0,EQUITY
768,MEDP,Medpace Holdings Inc,2020-10-26T20:00:00.000Z,AMC,1.17,,,EDT,-14400000.0,EQUITY
769,CKH,SEACOR Holdings Inc,2020-10-26T20:00:00.000Z,AMC,0.22,,,EDT,-14400000.0,EQUITY
770,OMF,OneMain Holdings Inc,2020-10-26T10:59:00.000Z,TNS,1.17,,,EDT,-14400000.0,EQUITY
771,HSII,Heidrick & Struggles International Inc,2020-10-26T10:59:00.000Z,TNS,-0.36,,,EDT,-14400000.0,EQUITY
772,HLIT,Harmonic Inc,2020-10-26T10:59:00.000Z,TNS,-0.05,,,EDT,-14400000.0,EQUITY
773,LHX,L3harris Technologies Inc,2020-10-26T12:30:00.000Z,BMO,2.73,,,EDT,-14400000.0,EQUITY
774,LBYYQ,Libbey Inc,2020-10-26T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
775,MNOV,MediciNova Inc,2020-10-26T20:00:00.000Z,AMC,-0.12,,,EDT,-14400000.0,EQUITY
776,NOV,National Oilwell Varco Inc,2020-10-26T20:00:00.000Z,AMC,-0.1,,,EDT,-14400000.0,EQUITY
777,TMUS,T-Mobile US Inc,2020-10-26T20:00:00.000Z,AMC,0.44,,,EDT,-14400000.0,EQUITY
778,VRNS,Varonis Systems Inc,2020-10-26T10:59:00.000Z,TNS,-0.13,,,EDT,-14400000.0,EQUITY
779,WELL,Welltower Inc,2020-10-26T10:59:00.000Z,TNS,0.16,,,EDT,-14400000.0,EQUITY
780,IR,Ingersoll Rand Inc,2020-10-26T20:00:00.000Z,AMC,0.3,,,EDT,-14400000.0,EQUITY
781,TXRH,Texas Roadhouse Inc,2020-10-26T20:00:00.000Z,AMC,0.17,,,EDT,-14400000.0,EQUITY
782,IVAC,Intevac Inc,2020-10-26T10:59:00.000Z,TNS,-0.03,,,EDT,-14400000.0,EQUITY
783,LXU,LSB Industries Inc,2020-10-26T10:59:00.000Z,TNS,-0.93,,,EDT,-14400000.0,EQUITY
784,XPO,XPO Logistics Inc,2020-10-26T10:59:00.000Z,TNS,0.39,,,EDT,-14400000.0,EQUITY
785,TBI,TrueBlue Inc,2020-10-26T10:59:00.000Z,TNS,0.08,,,EDT,-14400000.0,EQUITY
786,RIG,Transocean Ltd,2020-10-26T10:59:00.000Z,TNS,-0.14,,,EDT,-14400000.0,EQUITY
787,NXPI,NXP Semiconductors NV,2020-10-26T20:00:00.000Z,AMC,1.1,,,EDT,-14400000.0,EQUITY
788,SPOT,Spotify Technology SA,2020-10-26T12:30:00.000Z,BMO,-0.61,,,EDT,-14400000.0,EQUITY
789,MMM,3M Co,2020-10-27T12:30:00.000Z,BMO,2.17,,,EDT,-14400000.0,EQUITY
790,BGFV,Big 5 Sporting Goods Corp,2020-10-27T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
791,AFL,Aflac Inc,2020-10-27T16:15:00.000Z,TAS,1.12,,,EDT,-14400000.0,EQUITY
792,AOS,A. O. Smith Corp,2020-10-27T12:30:00.000Z,BMO,0.5,,,EDT,-14400000.0,EQUITY
793,AXS,AXIS Capital Holdings Ltd,2020-10-27T10:59:00.000Z,TNS,0.39,,,EDT,-14400000.0,EQUITY
794,VRSK,Verisk Analytics Inc,2020-10-27T10:59:00.000Z,TNS,1.2,,,EDT,-14400000.0,EQUITY
795,AN,AutoNation Inc,2020-10-27T12:30:00.000Z,BMO,1.52,,,EDT,-14400000.0,EQUITY
796,AWRE,Aware Inc,2020-10-27T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
797,AX,Axos Financial Inc,2020-10-27T10:59:00.000Z,TNS,0.69,,,EDT,-14400000.0,EQUITY
798,APAM,Artisan Partners Asset Management Inc,2020-10-27T20:00:00.000Z,AMC,0.82,,,EDT,-14400000.0,EQUITY
799,AFG,American Financial Group Inc,2020-10-27T10:59:00.000Z,TNS,1.7,,,EDT,-14400000.0,EQUITY
800,ASTE,Astec Industries Inc,2020-10-27T12:30:00.000Z,BMO,0.13,,,EDT,-14400000.0,EQUITY
801,LLY,Eli Lilly and Co,2020-10-27T12:30:00.000Z,BMO,1.71,,,EDT,-14400000.0,EQUITY
802,ATGE,Adtalem Global Education Inc,2020-10-27T10:59:00.000Z,TNS,0.4,,,EDT,-14400000.0,EQUITY
803,PAG,Penske Automotive Group Inc,2020-10-27T12:30:00.000Z,BMO,1.52,,,EDT,-14400000.0,EQUITY
804,AMED,Amedisys Inc,2020-10-27T20:00:00.000Z,AMC,1.28,,,EDT,-14400000.0,EQUITY
805,AMD,Advanced Micro Devices Inc,2020-10-27T10:59:00.000Z,TNS,0.35,,,EDT,-14400000.0,EQUITY
806,AAT,American Assets Trust Inc,2020-10-27T20:00:00.000Z,AMC,0.16,,,EDT,-14400000.0,EQUITY
807,AIN,Albany International Corp,2020-10-27T10:59:00.000Z,TNS,0.65,,,EDT,-14400000.0,EQUITY
808,ACCO,ACCO Brands Corp,2020-10-27T10:59:00.000Z,TNS,0.15,,,EDT,-14400000.0,EQUITY
809,ACGLP,Arch Capital Group Ltd,2020-10-27T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
810,ATEN,A10 Networks Inc,2020-10-27T10:59:00.000Z,TNS,0.1,,,EDT,-14400000.0,EQUITY
811,AR,Antero Resources Corp,2020-10-27T20:00:00.000Z,AMC,0.09,,,EDT,-14400000.0,EQUITY
812,ADSW,Advanced Disposal Services Inc,2020-10-27T10:59:00.000Z,TNS,0.1,,,EDT,-14400000.0,EQUITY
813,AHT,Ashford Hospitality Trust Inc,2020-10-27T10:59:00.000Z,TNS,-15.0,,,EDT,-14400000.0,EQUITY
814,AGCO,AGCO Corp,2020-10-27T12:30:00.000Z,BMO,0.97,,,EDT,-14400000.0,EQUITY
815,AM,Antero Midstream Corp,2020-10-27T20:00:00.000Z,AMC,0.21,,,EDT,-14400000.0,EQUITY
816,ALIM,Alimera Sciences Inc,2020-10-27T20:00:00.000Z,AMC,-0.44,,,EDT,-14400000.0,EQUITY
817,ARAY,Accuray Inc,2020-10-27T10:59:00.000Z,TNS,-0.07,,,EDT,-14400000.0,EQUITY
818,AUDC,AudioCodes Ltd,2020-10-27T12:30:00.000Z,BMO,0.31,,,EDT,-14400000.0,EQUITY
819,SAM,Boston Beer Company Inc,2020-10-27T10:59:00.000Z,TNS,4.46,,,EDT,-14400000.0,EQUITY
820,IBCP,Independent Bank Corp (Michigan),2020-10-27T12:30:00.000Z,BMO,0.48,,,EDT,-14400000.0,EQUITY
821,BXP,Boston Properties Inc,2020-10-27T20:00:00.000Z,AMC,0.53,,,EDT,-14400000.0,EQUITY
822,BBDC,Barings BDC Inc,2020-10-27T10:59:00.000Z,TNS,0.15,,,EDT,-14400000.0,EQUITY
823,FCNCA,First Citizens BancShares Inc (Delaware),2020-10-27T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
824,CCBG,Capital City Bank Group Inc,2020-10-27T12:30:00.000Z,BMO,0.42,,,EDT,-14400000.0,EQUITY
825,HBCP,Home Bancorp Inc,2020-10-27T12:30:00.000Z,BMO,0.66,,,EDT,-14400000.0,EQUITY
826,HTBI,Hometrust Bancshares Inc,2020-10-27T20:00:00.000Z,AMC,0.14,,,EDT,-14400000.0,EQUITY
827,TECH,Bio-Techne Corp,2020-10-27T12:30:00.000Z,BMO,1.09,,,EDT,-14400000.0,EQUITY
828,SYK,Stryker Corp,2020-10-27T16:05:00.000Z,TAS,1.36,,,EDT,-14400000.0,EQUITY
829,EXAS,Exact Sciences Corp,2020-10-27T10:59:00.000Z,TNS,-0.53,,,EDT,-14400000.0,EQUITY
830,F,Ford Motor Co,2020-10-27T20:00:00.000Z,AMC,0.14,,,EDT,-14400000.0,EQUITY
831,IPHI,Inphi Corp,2020-10-27T10:59:00.000Z,TNS,0.85,,,EDT,-14400000.0,EQUITY
832,RRD,RR Donnelley & Sons Co,2020-10-27T10:59:00.000Z,TNS,0.13,,,EDT,-14400000.0,EQUITY
833,UMBF,UMB Financial Corp,2020-10-27T20:00:00.000Z,AMC,1.03,,,EDT,-14400000.0,EQUITY
834,CNXM,CNX Midstream Partners LP,2020-10-27T06:45:00.000Z,TAS,0.32,,,EDT,-14400000.0,EQUITY
835,CPSS,Consumer Portfolio Services Inc,2020-10-27T10:59:00.000Z,TNS,0.3,,,EDT,-14400000.0,EQUITY
836,CMI,Cummins Inc,2020-10-27T12:30:00.000Z,BMO,2.3,,,EDT,-14400000.0,EQUITY
837,CNC,Centene Corp,2020-10-27T12:30:00.000Z,BMO,0.96,,,EDT,-14400000.0,EQUITY
838,GLT,P H Glatfelter Co,2020-10-27T12:30:00.000Z,BMO,0.16,,,EDT,-14400000.0,EQUITY
839,HSC,Harsco Corp,2020-10-27T12:30:00.000Z,BMO,0.04,,,EDT,-14400000.0,EQUITY
840,MRK,Merck & Co Inc,2020-10-27T12:30:00.000Z,BMO,1.43,,,EDT,-14400000.0,EQUITY
841,CB,Chubb Ltd,2020-10-27T20:00:00.000Z,AMC,2.41,,,EDT,-14400000.0,EQUITY
842,UIS,Unisys Corp,2020-10-27T10:59:00.000Z,TNS,0.1,,,EDT,-14400000.0,EQUITY
843,YUMC,Yum China Holdings Inc,2020-10-27T16:30:00.000Z,TAS,0.49,,,EDT,-14400000.0,EQUITY
844,HURN,Huron Consulting Group Inc,2020-10-27T20:00:00.000Z,AMC,0.27,,,EDT,-14400000.0,EQUITY
845,MSM,MSC Industrial Direct Co Inc,2020-10-27T12:30:00.000Z,BMO,0.97,,,EDT,-14400000.0,EQUITY
846,MMC,Marsh & McLennan Companies Inc,2020-10-27T12:30:00.000Z,BMO,0.72,,,EDT,-14400000.0,EQUITY
847,NATI,National Instruments Corp,2020-10-27T10:59:00.000Z,TNS,0.03,,,EDT,-14400000.0,EQUITY
848,CCM,Concord Medical Services Holdings Ltd,2020-10-27T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
849,CYH,Community Health Systems Inc,2020-10-27T10:59:00.000Z,TNS,-0.16,,,EDT,-14400000.0,EQUITY
850,CIM,Chimera Investment Corp,2020-10-27T10:59:00.000Z,TNS,0.29,,,EDT,-14400000.0,EQUITY
851,FCPT,Four Corners Property Trust Inc,2020-10-27T20:00:00.000Z,AMC,0.27,,,EDT,-14400000.0,EQUITY
852,RGS,Regis Corp,2020-10-27T12:30:00.000Z,BMO,-0.1,,,EDT,-14400000.0,EQUITY
853,CEQP,Crestwood Equity Partners LP,2020-10-27T12:30:00.000Z,BMO,-0.05,,,EDT,-14400000.0,EQUITY
854,FELE,Franklin Electric Co Inc,2020-10-27T08:00:00.000Z,TAS,0.62,,,EDT,-14400000.0,EQUITY
855,CVLT,Commvault Systems Inc,2020-10-27T12:30:00.000Z,BMO,0.34,,,EDT,-14400000.0,EQUITY
856,ETN,Eaton Corporation PLC,2020-10-27T12:30:00.000Z,BMO,1.03,,,EDT,-14400000.0,EQUITY
857,FMC,FMC Corp,2020-10-27T10:59:00.000Z,TNS,1.1,,,EDT,-14400000.0,EQUITY
858,RXN,Rexnord Corp,2020-10-27T10:59:00.000Z,TNS,0.38,,,EDT,-14400000.0,EQUITY
859,CSII,Cardiovascular Systems Inc,2020-10-27T10:59:00.000Z,TNS,-0.22,,,EDT,-14400000.0,EQUITY
860,FSP,Franklin Street Properties Corp,2020-10-27T10:59:00.000Z,TNS,-0.01,,,EDT,-14400000.0,EQUITY
861,IEX,IDEX Corp,2020-10-27T10:59:00.000Z,TNS,1.16,,,EDT,-14400000.0,EQUITY
862,LSCC,Lattice Semiconductor Corp,2020-10-27T20:00:00.000Z,AMC,0.16,,,EDT,-14400000.0,EQUITY
863,MKL,Markel Corp,2020-10-27T20:00:00.000Z,AMC,7.06,,,EDT,-14400000.0,EQUITY
864,MTDR,Matador Resources Co,2020-10-27T20:00:00.000Z,AMC,-0.06,,,EDT,-14400000.0,EQUITY
865,KKR,KKR & Co Inc,2020-10-27T12:30:00.000Z,BMO,0.35,,,EDT,-14400000.0,EQUITY
866,CAT,Caterpillar Inc,2020-10-27T12:30:00.000Z,BMO,1.12,,,EDT,-14400000.0,EQUITY
867,SHW,Sherwin-Williams Co,2020-10-27T12:30:00.000Z,BMO,7.19,,,EDT,-14400000.0,EQUITY
868,EQC,Equity Commonwealth,2020-10-27T10:59:00.000Z,TNS,-0.01,,,EDT,-14400000.0,EQUITY
869,FCF,First Commonwealth Financial Corp,2020-10-27T10:59:00.000Z,TNS,0.23,,,EDT,-14400000.0,EQUITY
870,FFIC,Flushing Financial Corp,2020-10-27T20:00:00.000Z,AMC,0.35,,,EDT,-14400000.0,EQUITY
871,IPGP,IPG Photonics Corp,2020-10-27T12:30:00.000Z,BMO,0.88,,,EDT,-14400000.0,EQUITY
872,LNN,Lindsay Corp,2020-10-27T12:30:00.000Z,BMO,0.98,,,EDT,-14400000.0,EQUITY
873,VSEC,VSE Corp,2020-10-27T20:00:00.000Z,AMC,0.59,,,EDT,-14400000.0,EQUITY
874,CHRW,CH Robinson Worldwide Inc,2020-10-27T10:59:00.000Z,TNS,0.92,,,EDT,-14400000.0,EQUITY
875,WAT,Waters Corp,2020-10-27T12:30:00.000Z,BMO,1.92,,,EDT,-14400000.0,EQUITY
876,CNX,CNX Resources Corp,2020-10-27T06:45:00.000Z,TAS,-0.04,,,EDT,-14400000.0,EQUITY
877,CXO,Concho Resources Inc,2020-10-27T10:59:00.000Z,TNS,1.1,,,EDT,-14400000.0,EQUITY
878,CAKE,Cheesecake Factory Inc,2020-10-27T10:59:00.000Z,TNS,-0.43,,,EDT,-14400000.0,EQUITY
879,K,Kellogg Co,2020-10-27T12:30:00.000Z,BMO,0.85,,,EDT,-14400000.0,EQUITY
880,IRDM,Iridium Communications Inc,2020-10-27T12:30:00.000Z,BMO,-0.11,,,EDT,-14400000.0,EQUITY
881,SIMO,Silicon Motion Technology Corp,2020-10-27T20:00:00.000Z,AMC,0.64,,,EDT,-14400000.0,EQUITY
882,CAI,CAI International Inc,2020-10-27T16:00:00.000Z,TAS,0.85,,,EDT,-14400000.0,EQUITY
883,CHE,Chemed Corp,2020-10-27T10:59:00.000Z,TNS,3.97,,,EDT,-14400000.0,EQUITY
884,DENN,Denny's Corp,2020-10-27T10:59:00.000Z,TNS,-0.03,,,EDT,-14400000.0,EQUITY
885,HRZN,Horizon Technology Finance Corp,2020-10-27T20:00:00.000Z,AMC,0.31,,,EDT,-14400000.0,EQUITY
886,INCY,Incyte Corp,2020-10-27T07:00:00.000Z,TAS,0.71,,,EDT,-14400000.0,EQUITY
887,SAVA,Cassava Sciences Inc,2020-10-27T12:30:00.000Z,BMO,-0.07,,,EDT,-14400000.0,EQUITY
888,SMPL,Simply Good Foods Co,2020-10-27T12:30:00.000Z,BMO,0.17,,,EDT,-14400000.0,EQUITY
889,TCO,Taubman Centers Inc,2020-10-27T10:59:00.000Z,TNS,-0.34,,,EDT,-14400000.0,EQUITY
